search_term,stockcode,name,brand,price,cup_price,package_size,image_url,url
Basmati Rice,37915,Riviana Basmati Rice Extra Long Grain,Riviana,13.5,$0.68 / 100G,2kg,https://cdn0.woolworths.media/content/wowproductimages/small/037915.jpg,https://www.woolworths.com.au/shop/productdetails/37915
Bay Leaf,94626,Hoyt's Bay Leaves,Hoyt's,2.25,$1.50 / 10G,15g,https://cdn0.woolworths.media/content/wowproductimages/small/094626.jpg,https://www.woolworths.com.au/shop/productdetails/94626
Bay Leaf,1121100847,Smudge Stick White Sage & Bay Leaf Prosperity and Abundance 02 Units,,32,,,https://cdn0.woolworths.media/content/wowproductimages/small/1121100847.jpg,https://www.woolworths.com.au/shop/productdetails/1121100847
Bay Leaves,94626,Hoyt's Bay Leaves,Hoyt's,2.25,$1.50 / 10G,15g,https://cdn0.woolworths.media/content/wowproductimages/small/094626.jpg,https://www.woolworths.com.au/shop/productdetails/94626
Bay Leaves,1121100847,Smudge Stick White Sage & Bay Leaf Prosperity and Abundance 02 Units,,32,,,https://cdn0.woolworths.media/content/wowproductimages/small/1121100847.jpg,https://www.woolworths.com.au/shop/productdetails/1121100847
Beef Brisket,6052043,Woolworths Slow Cooked Beef Brisket With Bourbon BBQ Sauce,Woolworths,18,$21.18 / 1KG,850g,https://cdn0.woolworths.media/content/wowproductimages/small/6052043.jpg,https://www.woolworths.com.au/shop/productdetails/6052043
Beef Brisket,148672,Woolworths Beef Brisket Brisket,Woolworths,45,$18.00 / 1KG,1.5kg - 2.5kg,https://cdn0.woolworths.media/content/wowproductimages/small/148672.jpg,https://www.woolworths.com.au/shop/productdetails/148672
Beef Brisket,6052060,Woolworths Slow Cooked Beef Brisket With Bourbon BBQ Sauce,Woolworths,15,$27.78 / 1KG,540g,https://cdn0.woolworths.media/content/wowproductimages/small/6052060.jpg,https://www.woolworths.com.au/shop/productdetails/6052060
Beef Brisket,141203,Woolworths Beef Chuck Large,Woolworths,30,$20.00 / 1KG,650g - 1.5kg,https://cdn0.woolworths.media/content/wowproductimages/small/141203.jpg,https://www.woolworths.com.au/shop/productdetails/141203
Beef Brisket,675632,Woolworths Beef Chuck Steak Medium,Woolworths,16,$20.00 / 1KG,380g - 800g,https://cdn0.woolworths.media/content/wowproductimages/small/675632.jpg,https://www.woolworths.com.au/shop/productdetails/675632
Beef Brisket,764567,Woolworths Beef Bolar Blade Roast,Woolworths,36,$18.00 / 1KG,900g - 2kg,https://cdn0.woolworths.media/content/wowproductimages/small/764567.jpg,https://www.woolworths.com.au/shop/productdetails/764567
Beef Brisket,285093,Macro Grass Fed Beef Rump Steak,Macro,12.5,$41.67 / 1KG,300g,https://cdn0.woolworths.media/content/wowproductimages/small/285093.jpg,https://www.woolworths.com.au/shop/productdetails/285093
Beef Brisket,918022,Pastoral Rare Roast Beef Sliced From The Deli,Pastoral,42,$42.00 / 1KG,per 100g,https://cdn0.woolworths.media/content/wowproductimages/small/918022.jpg,https://www.woolworths.com.au/shop/productdetails/918022
Beef Brisket,6049683,Woolworths Slow Cooked Pork Riblets Smokey BBQ Marinade,Woolworths,,,900g,https://cdn0.woolworths.media/content/wowproductimages/small/6049683.jpg,https://www.woolworths.com.au/shop/productdetails/6049683
Beef Brisket,6048355,Woolworths Slow Cooked Beef Ribs With Carolina Gold BBQ Sauce,Woolworths,23,$27.06 / 1KG,850g,https://cdn0.woolworths.media/content/wowproductimages/small/6048355.jpg,https://www.woolworths.com.au/shop/productdetails/6048355
Beef Fillet,6022309,Macro Grass Fed Australian Beef Eye Fillet,Macro,26,$74.29 / 1KG,350g,https://cdn0.woolworths.media/content/wowproductimages/small/6022309.jpg,https://www.woolworths.com.au/shop/productdetails/6022309
Beef Fillet,675315,Woolworths Beef Eye Fillet Steak,Woolworths,30,$60.00 / 1KG,200g - 500g,https://cdn0.woolworths.media/content/wowproductimages/small/675315.jpg,https://www.woolworths.com.au/shop/productdetails/675315
Beef Fillet,317293,Woolworths Beef Scotch Fillet Steak,Woolworths,9,$52.94 / 1KG,170g,https://cdn0.woolworths.media/content/wowproductimages/small/317293.jpg,https://www.woolworths.com.au/shop/productdetails/317293
Beef Fillet,82224,Woolworths Beef Eye Fillet Thick Cut Steak,Woolworths,26,$81.25 / 1KG,320g,https://cdn0.woolworths.media/content/wowproductimages/small/082224.jpg,https://www.woolworths.com.au/shop/productdetails/82224
Beef Fillet,6022458,Woolworths Australian Beef Eye Fillet Steak,Woolworths,16.5,$66.00 / 1KG,250g,https://cdn0.woolworths.media/content/wowproductimages/small/6022458.jpg,https://www.woolworths.com.au/shop/productdetails/6022458
Beef Fillet,692995,Woolworths Beef Scotch Fillet Thin Slice,Woolworths,44.63,$52.50 / 1KG,400g - 850g,https://cdn0.woolworths.media/content/wowproductimages/small/692995.jpg,https://www.woolworths.com.au/shop/productdetails/692995
Beef Fillet,399188,Macro Organic Australian Beef Eye Fillet Steak,Macro,24,$80.00 / 1KG,300g,https://cdn0.woolworths.media/content/wowproductimages/small/399188.jpg,https://www.woolworths.com.au/shop/productdetails/399188
Beef Fillet,175593,Macro Grass Fed Australian Beef Scotch Fillet,Macro,12,$44.44 / 1KG,270g,https://cdn0.woolworths.media/content/wowproductimages/small/175593.jpg,https://www.woolworths.com.au/shop/productdetails/175593
Beef Fillet,82226,Woolworths Beef Scotch Fillet Steak Thick Cut,Woolworths,20,$66.67 / 1KG,300g,https://cdn0.woolworths.media/content/wowproductimages/small/082226.jpg,https://www.woolworths.com.au/shop/productdetails/82226
Beef Fillet,95171,Woolworths Fresh Tasmanian Atlantic Skin On Salmon Fillets,Woolworths,38,$38.00 / 1KG,per 200g,https://cdn0.woolworths.media/content/wowproductimages/small/095171.jpg,https://www.woolworths.com.au/shop/productdetails/95171
Beef Gravy,362258,Bisto Beef Gravy Granules ORIGINAL BEEF GRAVY,Bisto,9.9,$5.82 / 100G,170g,https://cdn0.woolworths.media/content/wowproductimages/small/362258.jpg,https://www.woolworths.com.au/shop/productdetails/362258
Beef Gravy,38909,Gravox Roast Meat Gravy Mix Tin MIX ROAST MEAT,Gravox,5.2,$0.43 / 10G,120g,https://cdn0.woolworths.media/content/wowproductimages/small/038909.jpg,https://www.woolworths.com.au/shop/productdetails/38909
Beef Gravy,6082283,Paxo Best Beef Gravy Granules,Paxo,7,$3.50 / 100G,200g,https://cdn0.woolworths.media/content/wowproductimages/small/6082283.jpg,https://www.woolworths.com.au/shop/productdetails/6082283
Beef Gravy,222989,Gravox Roast Meat Red Wine & Garlic Liquid Gravy Pouch,Gravox,3.7,$2.24 / 100G,165g,https://cdn0.woolworths.media/content/wowproductimages/small/222989.jpg,https://www.woolworths.com.au/shop/productdetails/222989
Beef Gravy,245951,Gravox Traditional Liquid Gravy Pouch LIQUID TRADITIONAL,Gravox,3.7,$2.24 / 100G,165g,https://cdn0.woolworths.media/content/wowproductimages/small/245951.jpg,https://www.woolworths.com.au/shop/productdetails/245951
Beef Gravy,257411,Maggi Gravy Mix Roast Meat,Maggi,1.25,$0.46 / 10G,27g,https://cdn0.woolworths.media/content/wowproductimages/small/257411.jpg,https://www.woolworths.com.au/shop/productdetails/257411
Beef Gravy,5612,Green's Gravy Granules For Roast Meat,Green's,4.8,$0.40 / 10G,120g,https://cdn0.woolworths.media/content/wowproductimages/small/005612.jpg,https://www.woolworths.com.au/shop/productdetails/5612
Beef Gravy,245953,Gravox Pepper Steak Sauce Liquid Pouch,Gravox,3.7,$2.24 / 100G,165g,https://cdn0.woolworths.media/content/wowproductimages/small/245953.jpg,https://www.woolworths.com.au/shop/productdetails/245953
Beef Gravy,222992,Gravox Brown Onion Liquid Gravy Pouch BROWN ONION,Gravox,3.7,$2.24 / 100G,165g,https://cdn0.woolworths.media/content/wowproductimages/small/222992.jpg,https://www.woolworths.com.au/shop/productdetails/222992
Beef Gravy,6086685,Gravox Beef Gravy With Bone Broth,Gravox,4.5,$2.73 / 100G,165g,https://cdn0.woolworths.media/content/wowproductimages/small/6086685.jpg,https://www.woolworths.com.au/shop/productdetails/6086685
Beef Stock,405643,Nutra Naturals Beef Bone Broth Natural Beef,Nutra Naturals,24.95,$13.13 / 100G,190g,https://cdn0.woolworths.media/content/wowproductimages/small/405643.jpg,https://www.woolworths.com.au/shop/productdetails/405643
Beef Stock,399967,Nutra Naturals Beef Bone Broth Native Herbs,Nutra Naturals,24.95,$13.13 / 100G,190g,https://cdn0.woolworths.media/content/wowproductimages/small/399967.jpg,https://www.woolworths.com.au/shop/productdetails/399967
Beef Stock,93351,Campbell's Real Stock Beef Liquid Stock,Campbell's,,,500mL,https://cdn0.woolworths.media/content/wowproductimages/small/093351.jpg,https://www.woolworths.com.au/shop/productdetails/93351
Beef Stock,30825,Campbell's Real Stock Beef Liquid Stock,Campbell's,4.5,$0.45 / 100ML,1L,https://cdn0.woolworths.media/content/wowproductimages/small/030825.jpg,https://www.woolworths.com.au/shop/productdetails/30825
Beef Stock,749885,Campbell's Real Stock Beef Liquid Stock,Campbell's,1.8,$0.72 / 100ML,250mL,https://cdn0.woolworths.media/content/wowproductimages/small/749885.jpg,https://www.woolworths.com.au/shop/productdetails/749885
Beef Stock,310253,Woolworths Beef Liquid Stock,Woolworths,2,$0.20 / 100ML,1L,https://cdn0.woolworths.media/content/wowproductimages/small/310253.jpg,https://www.woolworths.com.au/shop/productdetails/310253
Beef Stock,172643,Campbell's Real Stock Beef Salt Reduced,Campbell's,4.5,$0.45 / 100ML,1L,https://cdn0.woolworths.media/content/wowproductimages/small/172643.jpg,https://www.woolworths.com.au/shop/productdetails/172643
Beef Stock,32465,OXO Beef Stock Cubes,OXO,2.8,$0.39 / 10G,71g,https://cdn0.woolworths.media/content/wowproductimages/small/032465.jpg,https://www.woolworths.com.au/shop/productdetails/32465
Beef Stock,186409,Massel Stock Powder Beef,Massel,4,$0.24 / 10G,168g,https://cdn0.woolworths.media/content/wowproductimages/small/186409.jpg,https://www.woolworths.com.au/shop/productdetails/186409
Beef Stock,678536,Maggie Beer Natural Beef Stock,Maggie Beer,5.9,$1.18 / 100ML,500mL,https://cdn0.woolworths.media/content/wowproductimages/small/678536.jpg,https://www.woolworths.com.au/shop/productdetails/678536
Beef Stock,82540,Vegeta Beef Stock Cubes,Vegeta,2,$0.33 / 10G,60g,https://cdn0.woolworths.media/content/wowproductimages/small/082540.jpg,https://www.woolworths.com.au/shop/productdetails/82540
Beef Stock,794812,Massel 7's Beef Cubes,Massel,1,$0.29 / 10G,35g,https://cdn0.woolworths.media/content/wowproductimages/small/794812.jpg,https://www.woolworths.com.au/shop/productdetails/794812
Bicarbonate Of Soda,251189,Woolworths Essentials Bicarbonate Soda,Woolworths Essentials,2.45,$0.49 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/251189.jpg,https://www.woolworths.com.au/shop/productdetails/251189
Bicarbonate Of Soda,428726,McKenzie's Bi Carb Soda,McKenzie's,4.55,$0.46 / 100G,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/428726.jpg,https://www.woolworths.com.au/shop/productdetails/428726
Bicarbonate Of Soda,347118,McKenzie's Bi Carb Soda,McKenzie's,5.2,$1.49 / 100G,350g,https://cdn0.woolworths.media/content/wowproductimages/small/347118.jpg,https://www.woolworths.com.au/shop/productdetails/347118
Bicarbonate Of Soda,75201,McKenzie's Bi Carb Soda,McKenzie's,3.1,$0.62 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/075201.jpg,https://www.woolworths.com.au/shop/productdetails/75201
Bicarbonate Of Soda,1120861767,Lotus Aluminium Free Bicarbonate Soda 500g,Lotus Organic Foods,7.05,$1.41 / 100G,,https://cdn0.woolworths.media/content/wowproductimages/small/1120861767.jpg,https://www.woolworths.com.au/shop/productdetails/1120861767
Biryani Masala,437364,Shan Seasoning Mix Biryani Biryani,Shan,2.4,$4.80 / 100G,50g,https://cdn0.woolworths.media/content/wowproductimages/small/437364.jpg,https://www.woolworths.com.au/shop/productdetails/437364
Biryani Masala,437355,Shan Seasoning Mix Special Bombay Biryani,Shan,2.4,$4.00 / 100G,60g,https://cdn0.woolworths.media/content/wowproductimages/small/437355.jpg,https://www.woolworths.com.au/shop/productdetails/437355
Biryani Masala,802417,Maharajah's Choice Garam Masala,Maharajah's Choice,3.85,$1.54 / 100G,250g,https://cdn0.woolworths.media/content/wowproductimages/small/802417.jpg,https://www.woolworths.com.au/shop/productdetails/802417
Biryani Masala,226931,Hoyt's Garam Masala,Hoyt's,2.8,$1.12 / 10G,25g,https://cdn0.woolworths.media/content/wowproductimages/small/226931.jpg,https://www.woolworths.com.au/shop/productdetails/226931
Biryani Masala,24275,Patak's Tikka Masala Curry Paste Paste,Patak's,7.5,$2.65 / 100G,283g,https://cdn0.woolworths.media/content/wowproductimages/small/024275.jpg,https://www.woolworths.com.au/shop/productdetails/24275
Biryani Masala,437356,Shan Seasoning Mix Tandoori Masala,Shan,2.4,$4.80 / 100G,50g,https://cdn0.woolworths.media/content/wowproductimages/small/437356.jpg,https://www.woolworths.com.au/shop/productdetails/437356
Biryani Masala,452267,The Spice Tailor Original Tikka Masala,The Spice Tailor,6.7,$2.23 / 100G,300g,https://cdn0.woolworths.media/content/wowproductimages/small/452267.jpg,https://www.woolworths.com.au/shop/productdetails/452267
Biryani Masala,68698,Maharajah's Choice Masala Twists,Maharajah's Choice,2.5,$2.78 / 100G,90g,https://cdn0.woolworths.media/content/wowproductimages/small/068698.jpg,https://www.woolworths.com.au/shop/productdetails/68698
Biryani Masala,33276,MasterFoods Garam Masala,MasterFoods,3.5,$1.17 / 10G,30g,https://cdn0.woolworths.media/content/wowproductimages/small/033276.jpg,https://www.woolworths.com.au/shop/productdetails/33276
Biryani Masala,437352,Shan Seasoning Mix Malay Chicken Biryani,Shan,2.4,$4.00 / 100G,60g,https://cdn0.woolworths.media/content/wowproductimages/small/437352.jpg,https://www.woolworths.com.au/shop/productdetails/437352
Black Pepper,75194,McKenzie's Ground Black Pepper Ground,McKenzie's,5.95,$0.60 / 10G,100g,https://cdn0.woolworths.media/content/wowproductimages/small/075194.jpg,https://www.woolworths.com.au/shop/productdetails/75194
Black Pepper,6010713,McKenzie's Ground Black Pepper,McKenzie's,3.9,$0.78 / 10G,50g,https://cdn0.woolworths.media/content/wowproductimages/small/6010713.jpg,https://www.woolworths.com.au/shop/productdetails/6010713
Black Pepper,334639,Woolworths Pepper Grinder Black Peppercorn,Woolworths,4,$0.80 / 10G,50g,https://cdn0.woolworths.media/content/wowproductimages/small/334639.jpg,https://www.woolworths.com.au/shop/productdetails/334639
Black Pepper,6000325,Woolworths Black Peppercorn Cracked,Woolworths,2,$5.88 / 100G,34g,https://cdn0.woolworths.media/content/wowproductimages/small/6000325.jpg,https://www.woolworths.com.au/shop/productdetails/6000325
Black Pepper,386602,Woolworths Black Peppercorn Refill,Woolworths,5.5,$0.28 / 10G,200g,https://cdn0.woolworths.media/content/wowproductimages/small/386602.jpg,https://www.woolworths.com.au/shop/productdetails/386602
Black Pepper,6010673,McKenzie's Black Peppercorn Grinder,McKenzie's,4,$0.89 / 10G,45g,https://cdn0.woolworths.media/content/wowproductimages/small/6010673.jpg,https://www.woolworths.com.au/shop/productdetails/6010673
Black Pepper,320995,McKenzie's Blended Black Peppercorn Refill,McKenzie's,6.95,$0.35 / 10G,200g,https://cdn0.woolworths.media/content/wowproductimages/small/320995.jpg,https://www.woolworths.com.au/shop/productdetails/320995
Black Pepper,111298,McKenzie's Whole Black Peppercorn Grinder,McKenzie's,9.95,$0.50 / 10G,200g,https://cdn0.woolworths.media/content/wowproductimages/small/111298.jpg,https://www.woolworths.com.au/shop/productdetails/111298
Black Pepper,320994,McKenzie's Whole Black Peppercorn Refill,McKenzie's,6.95,$0.35 / 10G,200g,https://cdn0.woolworths.media/content/wowproductimages/small/320994.jpg,https://www.woolworths.com.au/shop/productdetails/320994
Black Pepper,345832,Woolworths Black Peppercorn Refillable Grinder,Woolworths,,,124g,https://cdn0.woolworths.media/content/wowproductimages/small/345832.jpg,https://www.woolworths.com.au/shop/productdetails/345832
Black Treacle,93700,CSR Original Treacle Syrup,CSR,6,$0.71 / 100G,850g,https://cdn0.woolworths.media/content/wowproductimages/small/093700.jpg,https://www.woolworths.com.au/shop/productdetails/93700
Borlotti Beans,47893,Annalisa Beans Borlotti,Annalisa,1.9,$4.75 / 1KG,400g,https://cdn0.woolworths.media/content/wowproductimages/small/047893.jpg,https://www.woolworths.com.au/shop/productdetails/47893
Borlotti Beans,155243,Marco Polo European Foods Borlotti Beans,Marco Polo,2.95,$0.79 / 100G,375g,https://cdn0.woolworths.media/content/wowproductimages/small/155243.jpg,https://www.woolworths.com.au/shop/productdetails/155243
Borlotti Beans,82854,Katoomba Borlotti Beans Dry,Katoomba,4.75,$0.48 / 100G,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/082854.jpg,https://www.woolworths.com.au/shop/productdetails/82854
Borlotti Beans,6006276,La Gina Butter Beans,La Gina,1.7,$4.25 / 1KG,400g,https://cdn0.woolworths.media/content/wowproductimages/small/6006276.jpg,https://www.woolworths.com.au/shop/productdetails/6006276
Borlotti Beans,106193,Annalisa Butter Beans Butter Lima,Annalisa,1.9,$4.75 / 1KG,400g,https://cdn0.woolworths.media/content/wowproductimages/small/106193.jpg,https://www.woolworths.com.au/shop/productdetails/106193
Borlotti Beans,47882,Annalisa Beans Cannellini,Annalisa,1.9,$4.75 / 1KG,400g,https://cdn0.woolworths.media/content/wowproductimages/small/047882.jpg,https://www.woolworths.com.au/shop/productdetails/47882
Borlotti Beans,1122172955,Spiral Organic Borlotti Beans 6 x 400g,Spiral Foods,17.95,$0.75 / 100G,2400.0G,https://cdn0.woolworths.media/content/wowproductimages/small/1122172955.jpg,https://www.woolworths.com.au/shop/productdetails/1122172955
Borlotti Beans,14040,Old El Paso Mexe Beans,Old El Paso,4.5,$1.06 / 100G,425g,https://cdn0.woolworths.media/content/wowproductimages/small/014040.jpg,https://www.woolworths.com.au/shop/productdetails/14040
Borlotti Beans,6006272,La Gina Five Bean Mix,La Gina,1.7,$4.25 / 1KG,400g,https://cdn0.woolworths.media/content/wowproductimages/small/6006272.jpg,https://www.woolworths.com.au/shop/productdetails/6006272
Borlotti Beans,248348,Annalisa Beans Red Kidney,Annalisa,1.9,$4.75 / 1KG,400g,https://cdn0.woolworths.media/content/wowproductimages/small/248348.jpg,https://www.woolworths.com.au/shop/productdetails/248348
Bowtie Pasta,48900,San Remo Bows Ties Pasta No 23,San Remo,2.95,$0.59 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/048900.jpg,https://www.woolworths.com.au/shop/productdetails/48900
Bowtie Pasta,117547,Vetta SMART Protein Spirals Pasta,Vetta,3,$0.80 / 100G,375g,https://cdn0.woolworths.media/content/wowproductimages/small/117547.jpg,https://www.woolworths.com.au/shop/productdetails/117547
Bowtie Pasta,469161,Zafarelli Spirals No 56 500g,Zafarelli,2,$0.40 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/469161.jpg,https://www.woolworths.com.au/shop/productdetails/469161
Bowtie Pasta,346833,Woolworths Pasta Spirals,Woolworths,1,$0.20 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/346833.jpg,https://www.woolworths.com.au/shop/productdetails/346833
Bowtie Pasta,88382,Barilla Pasta Rigatoni Pasta No 89,Barilla,3.5,$0.70 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/088382.jpg,https://www.woolworths.com.au/shop/productdetails/88382
Bowtie Pasta,215448,Macro Organic Penne Pasta,Macro,1.95,$0.39 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/215448.jpg,https://www.woolworths.com.au/shop/productdetails/215448
Bowtie Pasta,36756,San Remo Spirals Large Pasta,San Remo,2.95,$0.59 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/036756.jpg,https://www.woolworths.com.au/shop/productdetails/36756
Bowtie Pasta,9010,Zafarelli Pennette Rigate Pasta No 18,Zafarelli,2,$0.40 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/009010.jpg,https://www.woolworths.com.au/shop/productdetails/9010
Bowtie Pasta,606763,Dinner Winner Pasta Beef,Dinner Winner,4.3,$2.81 / 100G,153g,https://cdn0.woolworths.media/content/wowproductimages/small/606763.jpg,https://www.woolworths.com.au/shop/productdetails/606763
